Postcode;Dorp/ Plaats;Gemeente;Provincie
2065;Haarlemmerliede;Haarlemmermeer;Noord-Holland
2070;Santpoort-Noord;Velsen;Noord-Holland
2071;Santpoort-Noord;Velsen;Noord-Holland
2080;Santpoort-Zuid;Velsen;Noord-Holland
2082;Santpoort-Zuid;Velsen;Noord-Holland
2100;Heemstede;Heemstede;Noord-Holland
2101;Heemstede;Heemstede;Noord-Holland
2102;Heemstede;Heemstede;Noord-Holland
2103;Heemstede;Heemstede;Noord-Holland
2104;Heemstede;Heemstede;Noord-Holland
2105;Heemstede;Heemstede;Noord-Holland
2106;Heemstede;Heemstede;Noord-Holland
2110;Aerdenhout;Bloemendaal;Noord-Holland
2111;Aerdenhout;Bloemendaal;Noord-Holland
2114;Vogelenzang;Bloemendaal;Noord-Holland
2116;Bentveld;Zandvoort;Noord-Holland
2120;Bennebroek;Bloemendaal;Noord-Holland
2121;Bennebroek;Bloemendaal;Noord-Holland
2130;Hoofddorp;Haarlemmermeer;Noord-Holland
2131;Hoofddorp;Haarlemmermeer;Noord-Holland
2132;Hoofddorp;Haarlemmermeer;Noord-Holland
2133;Hoofddorp;Haarlemmermeer;Noord-Holland
2134;Hoofddorp;Haarlemmermeer;Noord-Holland
2135;Hoofddorp;Haarlemmermeer;Noord-Holland
2136;Zwaanshoek;Haarlemmermeer;Noord-Holland
2140;Vijfhuizen;Haarlemmermeer;Noord-Holland
2141;Vijfhuizen;Haarlemmermeer;Noord-Holland
2142;Cruquius;Haarlemmermeer;Noord-Holland
2143;Boesingheliede;Haarlemmermeer;Noord-Holland
2144;Beinsdorp;Haarlemmermeer;Noord-Holland
2150;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2151;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2152;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2153;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2154;Burgerveen;Haarlemmermeer;Noord-Holland
2155;Leimuiderbrug;Haarlemmermeer;Noord-Holland
2156;Weteringbrug;Haarlemmermeer;Noord-Holland
2157;Abbenes;Haarlemmermeer;Noord-Holland
2158;Buitenkaag;Haarlemmermeer;Noord-Holland
2159;Kaag;Kaag en Braassem;Zuid-Holland
2160;Lisse;Lisse;Zuid-Holland
2161;Lisse;Lisse;Zuid-Holland
2162;Lisse;Lisse;Zuid-Holland
2163;Lisse;Lisse;Zuid-Holland
2165;Lisserbroek;Haarlemmermeer;Noord-Holland
2166;Sassenheim;Teylingen;Zuid-Holland
2170;Sassenheim;Teylingen;Zuid-Holland
2171;Sassenheim;Teylingen;Zuid-Holland
2172;Sassenheim;Teylingen;Zuid-Holland
2180;Hillegom;Hillegom;Zuid-Holland
2181;Hillegom;Hillegom;Zuid-Holland
2182;Hillegom;Hillegom;Zuid-Holland
2190;De Zilk;Noordwijk;Zuid-Holland
2191;De Zilk;Noordwijk;Zuid-Holland
2200;Noordwijk;Noordwijk;Zuid-Holland
2201;Noordwijk;Noordwijk;Zuid-Holland
2202;Noordwijk;Noordwijk;Zuid-Holland
2203;Noordwijk;Noordwijk;Zuid-Holland
2204;Noordwijk;Noordwijk;Zuid-Holland
2210;Noordwijkerhout;Noordwijk;Zuid-Holland
2211;Noordwijkerhout;Noordwijk;Zuid-Holland
2212;Noordwijkerhout;Noordwijk;Zuid-Holland
2215;Voorhout;Teylingen;Zuid-Holland
2216;Voorhout;Teylingen;Zuid-Holland
2220;Katwijk;Katwijk;Zuid-Holland
2221;Katwijk;Katwijk;Zuid-Holland
2222;Katwijk;Katwijk;Zuid-Holland
2223;Katwijk;Katwijk;Zuid-Holland
2224;Katwijk;Katwijk;Zuid-Holland
2225;Katwijk;Katwijk;Zuid-Holland
2230;Rijnsburg;Katwijk;Zuid-Holland
2231;Rijnsburg;Katwijk;Zuid-Holland
2235;Valkenburg;Katwijk;Zuid-Holland
2240;Wassenaar;Wassenaar;Zuid-Holland
2241;Wassenaar;Wassenaar;Zuid-Holland
2242;Wassenaar;Wassenaar;Zuid-Holland
2243;Wassenaar;Wassenaar;Zuid-Holland
2244;Wassenaar;Wassenaar;Zuid-Holland
2245;Wassenaar;Wassenaar;Zuid-Holland
2250;Voorschoten;Voorschoten;Zuid-Holland
2251;Voorschoten;Voorschoten;Zuid-Holland
2252;Voorschoten;Voorschoten;Zuid-Holland
2253;Voorschoten;Voorschoten;Zuid-Holland
2254;Voorschoten;Voorschoten;Zuid-Holland
2260;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2261;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2262;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2263;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2264;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2265;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2266;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2267;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2270;Voorburg;Leidschendam-Voorburg;Zuid-Holland
2271;Voorburg;Leidschendam-Voorburg;Zuid-Holland
2272;Voorburg;Leidschendam-Voorburg;Zuid-Holland
2273;Voorburg;Leidschendam-Voorburg;Zuid-Holland
2274;Voorburg;Leidschendam-Voorburg;Zuid-Holland
2275;Voorburg;Leidschendam-Voorburg;Zuid-Holland
2280;Rijswijk;Rijswijk;Zuid-Holland
2281;Rijswijk;Rijswijk;Zuid-Holland
2282;Rijswijk;Rijswijk;Zuid-Holland
2283;Rijswijk;Rijswijk;Zuid-Holland
2284;Rijswijk;Rijswijk;Zuid-Holland
2285;Rijswijk;Rijswijk;Zuid-Holland
2286;Rijswijk;Rijswijk;Zuid-Holland
2287;Rijswijk;Rijswijk;Zuid-Holland
2288;Rijswijk;Rijswijk;Zuid-Holland
2289;Rijswijk;Rijswijk;Zuid-Holland
2290;Wateringen;Westland;Zuid-Holland
2291;Wateringen;Westland;Zuid-Holland
2292;Wateringen;Westland;Zuid-Holland
2295;Kwintsheul;Westland;Zuid-Holland
2300;Leiden;Leiden;Zuid-Holland
2301;Leiden;Leiden;Zuid-Holland
2302;Leiden;Leiden;Zuid-Holland
2303;Leiden;Leiden;Zuid-Holland
2311;Leiden;Leiden;Zuid-Holland
2312;Leiden;Leiden;Zuid-Holland
2313;Leiden;Leiden;Zuid-Holland
2314;Leiden;Leiden;Zuid-Holland
2315;Leiden;Leiden;Zuid-Holland
2316;Leiden;Leiden;Zuid-Holland
2317;Leiden;Leiden;Zuid-Holland
2318;Leiden;Leiden;Zuid-Holland
2321;Leiden;Leiden;Zuid-Holland
2322;Leiden;Leiden;Zuid-Holland
2323;Leiden;Leiden;Zuid-Holland
2324;Leiden;Leiden;Zuid-Holland
2331;Leiden;Leiden;Zuid-Holland
2332;Leiden;Leiden;Zuid-Holland
2333;Leiden;Leiden;Zuid-Holland
2334;Leiden;Leiden;Zuid-Holland
2340;Oegstgeest;Oegstgeest;Zuid-Holland
2341;Oegstgeest;Oegstgeest;Zuid-Holland
2342;Oegstgeest;Oegstgeest;Zuid-Holland
2343;Oegstgeest;Oegstgeest;Zuid-Holland
2350;Leiderdorp;Leiderdorp;Zuid-Holland
2351;Leiderdorp;Leiderdorp;Zuid-Holland
2352;Leiderdorp;Leiderdorp;Zuid-Holland
2353;Leiderdorp;Leiderdorp;Zuid-Holland
2355;Hoogmade;Kaag en Braassem;Zuid-Holland
2360;Warmond;Teylingen;Zuid-Holland
2361;Warmond;Teylingen;Zuid-Holland
2362;Warmond;Teylingen;Zuid-Holland
2370;Roelofarendsveen;Kaag en Braassem;Zuid-Holland
2371;Roelofarendsveen;Kaag en Braassem;Zuid-Holland
2374;Oud Ade;Kaag en Braassem;Zuid-Holland
2375;Rijpwetering;Kaag en Braassem;Zuid-Holland
2376;Nieuwe Wetering;Kaag en Braassem;Zuid-Holland
2377;Oude Wetering;Kaag en Braassem;Zuid-Holland
2380;Zoeterwoude;Zoeterwoude;Zuid-Holland
2381;Zoeterwoude;Zoeterwoude;Zuid-Holland
2382;Zoeterwoude;Zoeterwoude;Zuid-Holland
2390;Hazerswoude-Dorp;Alphen aan den Rijn;Zuid-Holland
2391;Hazerswoude-Dorp;Alphen aan den Rijn;Zuid-Holland
2394;Hazerswoude-Rijndijk;Alphen aan den Rijn;Zuid-Holland
2396;Koudekerk aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2400;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2401;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2402;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2403;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2404;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2405;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2406;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2407;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2408;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2409;Alphen aan den Rijn;Alphen aan den Rijn;Zuid-Holland
2410;Bodegraven;Bodegraven-Reeuwijk;Zuid-Holland
2411;Bodegraven;Bodegraven-Reeuwijk;Zuid-Holland
2412;Bodegraven;Bodegraven-Reeuwijk;Zuid-Holland
2415;Nieuwerbrug aan den Rijn;Bodegraven-Reeuwijk;Zuid-Holland
2420;Nieuwkoop;Nieuwkoop;Zuid-Holland
2421;Nieuwkoop;Nieuwkoop;Zuid-Holland
2430;Noorden;Nieuwkoop;Zuid-Holland
2431;Noorden;Nieuwkoop;Zuid-Holland
2432;Noorden;Nieuwkoop;Zuid-Holland
2435;Zevenhoven;Nieuwkoop;Zuid-Holland
2440;Nieuwveen;Nieuwkoop;Zuid-Holland
2441;Nieuwveen;Nieuwkoop;Zuid-Holland
2445;Aarlanderveen;Alphen aan den Rijn;Zuid-Holland
2450;Leimuiden;Kaag en Braassem;Zuid-Holland
2451;Leimuiden;Kaag en Braassem;Zuid-Holland
2460;Ter Aar;Nieuwkoop;Zuid-Holland
2461;Ter Aar;Nieuwkoop;Zuid-Holland
2465;Rijnsaterwoude;Kaag en Braassem;Zuid-Holland
2470;Zwammerdam;Alphen aan den Rijn;Zuid-Holland
2471;Zwammerdam;Alphen aan den Rijn;Zuid-Holland
2480;Woubrugge;Kaag en Braassem;Zuid-Holland
2481;Woubrugge;Kaag en Braassem;Zuid-Holland
2490;Den Haag;‘s-Gravenhage;Zuid-Holland
2491;Den Haag;‘s-Gravenhage;Zuid-Holland
2492;Den Haag;‘s-Gravenhage;Zuid-Holland
2493;Den Haag;‘s-Gravenhage;Zuid-Holland
2495;Den Haag;‘s-Gravenhage;Zuid-Holland
2496;Den Haag;‘s-Gravenhage;Zuid-Holland
2497;Den Haag;‘s-Gravenhage;Zuid-Holland
2498;Den Haag;‘s-Gravenhage;Zuid-Holland
2500;Den Haag;‘s-Gravenhage;Zuid-Holland
2501;Den Haag;‘s-Gravenhage;Zuid-Holland
2502;Den Haag;‘s-Gravenhage;Zuid-Holland
2503;Den Haag;‘s-Gravenhage;Zuid-Holland
2504;Den Haag;‘s-Gravenhage;Zuid-Holland
2505;Den Haag;‘s-Gravenhage;Zuid-Holland
2506;Den Haag;‘s-Gravenhage;Zuid-Holland
2507;Den Haag;‘s-Gravenhage;Zuid-Holland
2508;Den Haag;‘s-Gravenhage;Zuid-Holland
2509;Den Haag;‘s-Gravenhage;Zuid-Holland
2511;Den Haag;‘s-Gravenhage;Zuid-Holland
2512;Den Haag;‘s-Gravenhage;Zuid-Holland
2513;Den Haag;‘s-Gravenhage;Zuid-Holland
2514;Den Haag;‘s-Gravenhage;Zuid-Holland
2515;Den Haag;‘s-Gravenhage;Zuid-Holland
2516;Den Haag;‘s-Gravenhage;Zuid-Holland
2517;Den Haag;‘s-Gravenhage;Zuid-Holland
2518;Den Haag;‘s-Gravenhage;Zuid-Holland
2521;Den Haag;‘s-Gravenhage;Zuid-Holland
2522;Den Haag;‘s-Gravenhage;Zuid-Holland
2523;Den Haag;‘s-Gravenhage;Zuid-Holland
2524;Den Haag;‘s-Gravenhage;Zuid-Holland
2525;Den Haag;‘s-Gravenhage;Zuid-Holland
2526;Den Haag;‘s-Gravenhage;Zuid-Holland
2531;Den Haag;‘s-Gravenhage;Zuid-Holland
2532;Den Haag;‘s-Gravenhage;Zuid-Holland
2533;Den Haag;‘s-Gravenhage;Zuid-Holland
2541;Den Haag;‘s-Gravenhage;Zuid-Holland
2542;Den Haag;‘s-Gravenhage;Zuid-Holland
2543;Den Haag;‘s-Gravenhage;Zuid-Holland
2544;Den Haag;‘s-Gravenhage;Zuid-Holland
2545;Den Haag;‘s-Gravenhage;Zuid-Holland
2546;Den Haag;‘s-Gravenhage;Zuid-Holland
2547;Den Haag;‘s-Gravenhage;Zuid-Holland
2548;Den Haag;‘s-Gravenhage;Zuid-Holland
2551;Den Haag;‘s-Gravenhage;Zuid-Holland
2552;Den Haag;‘s-Gravenhage;Zuid-Holland
2553;Den Haag;‘s-Gravenhage;Zuid-Holland
2554;Den Haag;‘s-Gravenhage;Zuid-Holland
2555;Den Haag;‘s-Gravenhage;Zuid-Holland
2561;Den Haag;‘s-Gravenhage;Zuid-Holland
2562;Den Haag;‘s-Gravenhage;Zuid-Holland
2563;Den Haag;‘s-Gravenhage;Zuid-Holland
2564;Den Haag;‘s-Gravenhage;Zuid-Holland
2565;Den Haag;‘s-Gravenhage;Zuid-Holland
2566;Den Haag;‘s-Gravenhage;Zuid-Holland
2571;Den Haag;‘s-Gravenhage;Zuid-Holland
2572;Den Haag;‘s-Gravenhage;Zuid-Holland
2573;Den Haag;‘s-Gravenhage;Zuid-Holland
2574;Den Haag;‘s-Gravenhage;Zuid-Holland
2581;Den Haag;‘s-Gravenhage;Zuid-Holland
2582;Den Haag;‘s-Gravenhage;Zuid-Holland
2583;Den Haag;‘s-Gravenhage;Zuid-Holland
2584;Den Haag;‘s-Gravenhage;Zuid-Holland
2585;Den Haag;‘s-Gravenhage;Zuid-Holland
2586;Den Haag;‘s-Gravenhage;Zuid-Holland
2587;Den Haag;‘s-Gravenhage;Zuid-Holland
2591;Den Haag;‘s-Gravenhage;Zuid-Holland
2592;Den Haag;‘s-Gravenhage;Zuid-Holland
2593;Den Haag;‘s-Gravenhage;Zuid-Holland
2594;Den Haag;‘s-Gravenhage;Zuid-Holland
2595;Den Haag;‘s-Gravenhage;Zuid-Holland
2596;Den Haag;‘s-Gravenhage;Zuid-Holland
2597;Den Haag;‘s-Gravenhage;Zuid-Holland
2600;Delft;Delft;Zuid-Holland
2601;Delft;Delft;Zuid-Holland
2611;Delft;Delft;Zuid-Holland
2612;Delft;Delft;Zuid-Holland
2613;Delft;Delft;Zuid-Holland
2614;Delft;Delft;Zuid-Holland
2616;Delft;Delft;Zuid-Holland
2622;Delft;Delft;Zuid-Holland
2623;Delft;Delft;Zuid-Holland
2624;Delft;Delft;Zuid-Holland
2625;Delft;Delft;Zuid-Holland
2626;Delft;Delft;Zuid-Holland
2627;Delft;Delft;Zuid-Holland
2628;Delft;Delft;Zuid-Holland
2629;Delft;Delft;Zuid-Holland
2630;Nootdorp;Pijnacker-Nootdorp;Zuid-Holland
2631;Nootdorp;Pijnacker-Nootdorp;Zuid-Holland
2632;Nootdorp;Pijnacker-Nootdorp;Zuid-Holland
2635;Den Hoorn;Midden-Delfland;Zuid-Holland
2636;Schipluiden;Midden-Delfland;Zuid-Holland
2640;Pijnacker;Pijnacker-Nootdorp;Zuid-Holland
2641;Pijnacker;Pijnacker-Nootdorp;Zuid-Holland
2642;Pijnacker;Pijnacker-Nootdorp;Zuid-Holland
2643;Pijnacker;Pijnacker-Nootdorp;Zuid-Holland
2645;Delfgauw;Pijnacker-Nootdorp;Zuid-Holland
2650;Berkel en Rodenrijs;Lansingerland;Zuid-Holland
2651;Berkel en Rodenrijs;Lansingerland;Zuid-Holland
2652;Berkel en Rodenrijs;Lansingerland;Zuid-Holland
2660;Bergschenhoek;Lansingerland;Zuid-Holland
2661;Bergschenhoek;Lansingerland;Zuid-Holland
2662;Bergschenhoek;Lansingerland;Zuid-Holland
2665;Bleiswijk;Lansingerland;Zuid-Holland
2670;Naaldwijk;Westland;Zuid-Holland
2671;Naaldwijk;Westland;Zuid-Holland
2672;Naaldwijk;Westland;Zuid-Holland
2673;Naaldwijk;Westland;Zuid-Holland
2675;Honselersdijk;Westland;Zuid-Holland
2676;Maasdijk;Westland;Zuid-Holland
2678;De Lier;Westland;Zuid-Holland
2680;Monster;Westland;Zuid-Holland
2681;Monster;Westland;Zuid-Holland
2684;Ter Heijde;Westland;Zuid-Holland
2685;Poeldijk;Westland;Zuid-Holland
2690;‘s-Gravenzande;Westland;Zuid-Holland
2691;‘s-Gravenzande;Westland;Zuid-Holland
2692;‘s-Gravenzande;Westland;Zuid-Holland
2693;‘s-Gravenzande;Westland;Zuid-Holland
2694;‘s-Gravenzande;Westland;Zuid-Holland
2700;Zoetermeer;Zoetermeer;Zuid-Holland
2701;Zoetermeer;Zoetermeer;Zuid-Holland
2702;Zoetermeer;Zoetermeer;Zuid-Holland
2711;Zoetermeer;Zoetermeer;Zuid-Holland
2712;Zoetermeer;Zoetermeer;Zuid-Holland
2713;Zoetermeer;Zoetermeer;Zuid-Holland
2715;Zoetermeer;Zoetermeer;Zuid-Holland
2716;Zoetermeer;Zoetermeer;Zuid-Holland
2717;Zoetermeer;Zoetermeer;Zuid-Holland
2718;Zoetermeer;Zoetermeer;Zuid-Holland
2719;Zoetermeer;Zoetermeer;Zuid-Holland
2721;Zoetermeer;Zoetermeer;Zuid-Holland
2722;Zoetermeer;Zoetermeer;Zuid-Holland
2723;Zoetermeer;Zoetermeer;Zuid-Holland
2724;Zoetermeer;Zoetermeer;Zuid-Holland
2725;Zoetermeer;Zoetermeer;Zuid-Holland
2726;Zoetermeer;Zoetermeer;Zuid-Holland
2727;Zoetermeer;Zoetermeer;Zuid-Holland
2728;Zoetermeer;Zoetermeer;Zuid-Holland
2729;Zoetermeer;Zoetermeer;Zuid-Holland
2730;Benthuizen;Alphen aan den Rijn;Zuid-Holland
2731;Benthuizen;Alphen aan den Rijn;Zuid-Holland
2735;Gelderswoude;Zoeterwoude;Zuid-Holland
2740;Waddinxveen;Waddinxveen;Zuid-Holland
2741;Waddinxveen;Waddinxveen;Zuid-Holland
2742;Waddinxveen;Waddinxveen;Zuid-Holland
2743;Waddinxveen;Waddinxveen;Zuid-Holland
2750;Moerkapelle;Zuidplas;Zuid-Holland
2751;Moerkapelle;Zuidplas;Zuid-Holland
2752;Moerkapelle;Zuidplas;Zuid-Holland
2760;Zevenhuizen;Zuidplas;Zuid-Holland
2761;Zevenhuizen;Zuidplas;Zuid-Holland
2770;Boskoop;Alphen aan den Rijn;Zuid-Holland
2771;Boskoop;Alphen aan den Rijn;Zuid-Holland
2800;Gouda;Gouda;Zuid-Holland
2801;Gouda;Gouda;Zuid-Holland
2802;Gouda;Gouda;Zuid-Holland
2803;Gouda;Gouda;Zuid-Holland
2804;Gouda;Gouda;Zuid-Holland
2805;Gouda;Gouda;Zuid-Holland
2806;Gouda;Gouda;Zuid-Holland
2807;Gouda;Gouda;Zuid-Holland
2808;Gouda;Gouda;Zuid-Holland
2809;Gouda;Gouda;Zuid-Holland
2810;Reeuwijk;Bodegraven-Reeuwijk;Zuid-Holland
2811;Reeuwijk;Bodegraven-Reeuwijk;Zuid-Holland
2820;Stolwijk;Krimpenerwaard;Zuid-Holland
2821;Stolwijk;Krimpenerwaard;Zuid-Holland
2825;Berkenwoude;Krimpenerwaard;Zuid-Holland
2830;Gouderak;Krimpenerwaard;Zuid-Holland
2831;Gouderak;Krimpenerwaard;Zuid-Holland
2840;Moordrecht;Zuidplas;Zuid-Holland
2841;Moordrecht;Zuidplas;Zuid-Holland
2850;Haastrecht;Krimpenerwaard;Zuid-Holland
2851;Haastrecht;Krimpenerwaard;Zuid-Holland
2855;Vlist;Krimpenerwaard;Zuid-Holland
2860;Bergambacht;Krimpenerwaard;Zuid-Holland
2861;Bergambacht;Krimpenerwaard;Zuid-Holland
2865;Ammerstol;Krimpenerwaard;Zuid-Holland
2870;Schoonhoven;Krimpenerwaard;Zuid-Holland
2871;Schoonhoven;Krimpenerwaard;Zuid-Holland
2872;Schoonhoven;Krimpenerwaard;Zuid-Holland
2900;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2901;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2902;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2903;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2904;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2905;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2906;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2907;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2908;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2909;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2910;Nieuwerkerk aan den IJssel;Zuidplas;Zuid-Holland
2911;Nieuwerkerk aan den IJssel;Zuidplas;Zuid-Holland
2912;Nieuwerkerk aan den IJssel;Zuidplas;Zuid-Holland
2913;Nieuwerkerk aan den IJssel;Zuidplas;Zuid-Holland
2914;Nieuwerkerk aan den IJssel;Zuidplas;Zuid-Holland
2920;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2921;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2922;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2923;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2924;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2925;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2926;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2930;Krimpen aan de Lek;Krimpenerwaard;Zuid-Holland
2931;Krimpen aan de Lek;Krimpenerwaard;Zuid-Holland
2935;Ouderkerk aan den IJssel;Krimpenerwaard;Zuid-Holland
2940;Lekkerkerk;Krimpenerwaard;Zuid-Holland
2941;Lekkerkerk;Krimpenerwaard;Zuid-Holland
2950;Alblasserdam;Alblasserdam;Zuid-Holland
2951;Alblasserdam;Alblasserdam;Zuid-Holland
2952;Alblasserdam;Alblasserdam;Zuid-Holland
2953;Alblasserdam;Alblasserdam;Zuid-Holland
2954;Alblasserdam;Alblasserdam;Zuid-Holland
2957;Nieuw-Lekkerland;Molenlanden;Zuid-Holland
2959;Streefkerk;Molenlanden;Zuid-Holland
2960;Kinderdijk;Molenlanden;Zuid-Holland
2961;Kinderdijk;Molenlanden;Zuid-Holland
2964;Groot-Ammers;Molenlanden;Zuid-Holland
2965;Nieuwpoort;Molenlanden;Zuid-Holland
2967;Langerak;Molenlanden;Zuid-Holland
2968;Waal;Molenlanden;Zuid-Holland
2969;Oud-Alblas;Molenlanden;Zuid-Holland
2970;Bleskensgraaf ca;Molenlanden;Zuid-Holland
2971;Bleskensgraaf ca;Molenlanden;Zuid-Holland
2973;Molenaarsgraaf;Molenlanden;Zuid-Holland
2974;Brandwijk;Molenlanden;Zuid-Holland
2975;Ottoland;Molenlanden;Zuid-Holland
2977;Goudriaan;Molenlanden;Zuid-Holland
2980;Ridderkerk;Ridderkerk;Zuid-Holland
2981;Ridderkerk;Ridderkerk;Zuid-Holland
2982;Ridderkerk;Ridderkerk;Zuid-Holland
2983;Ridderkerk;Ridderkerk;Zuid-Holland
2984;Ridderkerk;Ridderkerk;Zuid-Holland
2985;Ridderkerk;Ridderkerk;Zuid-Holland
2986;Ridderkerk;Ridderkerk;Zuid-Holland
2987;Ridderkerk;Ridderkerk;Zuid-Holland
2988;Ridderkerk;Ridderkerk;Zuid-Holland
2989;Ridderkerk;Ridderkerk;Zuid-Holland
2990;Barendrecht;Barendrecht;Zuid-Holland
2991;Barendrecht;Barendrecht;Zuid-Holland
2992;Barendrecht;Barendrecht;Zuid-Holland
2993;Barendrecht;Barendrecht;Zuid-Holland
2994;Barendrecht;Barendrecht;Zuid-Holland
2995;Heerjansdam;Zwijndrecht;Zuid-Holland
3000;Rotterdam;Rotterdam;Zuid-Holland
3001;Rotterdam;Rotterdam;Zuid-Holland
3002;Rotterdam;Rotterdam;Zuid-Holland
3003;Rotterdam;Rotterdam;Zuid-Holland
3004;Rotterdam;Rotterdam;Zuid-Holland
3005;Rotterdam;Rotterdam;Zuid-Holland
3006;Rotterdam;Rotterdam;Zuid-Holland
3007;Rotterdam;Rotterdam;Zuid-Holland
3008;Rotterdam;Rotterdam;Zuid-Holland
3009;Rotterdam;Rotterdam;Zuid-Holland
3011;Rotterdam;Rotterdam;Zuid-Holland
3012;Rotterdam;Rotterdam;Zuid-Holland
3013;Rotterdam;Rotterdam;Zuid-Holland
3014;Rotterdam;Rotterdam;Zuid-Holland
3015;Rotterdam;Rotterdam;Zuid-Holland
3016;Rotterdam;Rotterdam;Zuid-Holland
3021;Rotterdam;Rotterdam;Zuid-Holland
3022;Rotterdam;Rotterdam;Zuid-Holland
3023;Rotterdam;Rotterdam;Zuid-Holland
3024;Rotterdam;Rotterdam;Zuid-Holland
3025;Rotterdam;Rotterdam;Zuid-Holland
3026;Rotterdam;Rotterdam;Zuid-Holland
3027;Rotterdam;Rotterdam;Zuid-Holland
3028;Rotterdam;Rotterdam;Zuid-Holland
3029;Rotterdam;Rotterdam;Zuid-Holland
3031;Rotterdam;Rotterdam;Zuid-Holland
3032;Rotterdam;Rotterdam;Zuid-Holland
3033;Rotterdam;Rotterdam;Zuid-Holland
3034;Rotterdam;Rotterdam;Zuid-Holland
3035;Rotterdam;Rotterdam;Zuid-Holland
3036;Rotterdam;Rotterdam;Zuid-Holland
3037;Rotterdam;Rotterdam;Zuid-Holland
3038;Rotterdam;Rotterdam;Zuid-Holland
3039;Rotterdam;Rotterdam;Zuid-Holland
3041;Rotterdam;Rotterdam;Zuid-Holland
3042;Rotterdam;Rotterdam;Zuid-Holland
3043;Rotterdam;Rotterdam;Zuid-Holland
3044;Rotterdam;Rotterdam;Zuid-Holland
3045;Rotterdam;Rotterdam;Zuid-Holland
3046;Rotterdam;Rotterdam;Zuid-Holland
3047;Rotterdam;Rotterdam;Zuid-Holland
3050;Rotterdam;Rotterdam;Zuid-Holland
3051;Rotterdam;Rotterdam;Zuid-Holland
3052;Rotterdam;Rotterdam;Zuid-Holland
3053;Rotterdam;Rotterdam;Zuid-Holland
3054;Rotterdam;Rotterdam;Zuid-Holland
3055;Rotterdam;Rotterdam;Zuid-Holland
3056;Rotterdam;Rotterdam;Zuid-Holland
3059;Rotterdam;Rotterdam;Zuid-Holland
3061;Rotterdam;Rotterdam;Zuid-Holland
3062;Rotterdam;Rotterdam;Zuid-Holland
3063;Rotterdam;Rotterdam;Zuid-Holland
3064;Rotterdam;Rotterdam;Zuid-Holland
3065;Rotterdam;Rotterdam;Zuid-Holland
3066;Rotterdam;Rotterdam;Zuid-Holland
3067;Rotterdam;Rotterdam;Zuid-Holland
3068;Rotterdam;Rotterdam;Zuid-Holland
3069;Rotterdam;Rotterdam;Zuid-Holland
3071;Rotterdam;Rotterdam;Zuid-Holland
3072;Rotterdam;Rotterdam;Zuid-Holland
3073;Rotterdam;Rotterdam;Zuid-Holland
3074;Rotterdam;Rotterdam;Zuid-Holland
3075;Rotterdam;Rotterdam;Zuid-Holland
3076;Rotterdam;Rotterdam;Zuid-Holland
3077;Rotterdam;Rotterdam;Zuid-Holland
3078;Rotterdam;Rotterdam;Zuid-Holland
3079;Rotterdam;Rotterdam;Zuid-Holland
3081;Rotterdam;Rotterdam;Zuid-Holland
